dem_per,third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,pop,state_gdp,area,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,36,0,39.20719528,25.52314377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,37,0,33.25286102,25.52314377
46.5,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,4432000.0,110000000000.0,"113,990.30",24800.0,38.88050124,0,0,0,1,0,0,0,0,36.5,38.7,38,0,43.20975876,36.74491119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,39,0,40.25646210000001,21.31359863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,40,0,42.39117813,21.31360054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,41,0,43.53239441,21.31360054
44.7,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,5131000.0,155000000000.0,"113,990.30",30200.0,45.01260195,0,0,0,1,0,0,0,0,46.5,36.5,42,0,36.16747665,21.31359863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,43,0,40.11072159,24.62441444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,44,0,42.84368515,26.37701797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,45,0,43.81531143,26.37701797
44.4,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,5744000.0,193000000000.0,"113,990.30",33600.0,50.3902525,0,0,0,1,0,0,0,0,44.7,46.5,46,0,40.23054123,24.62441444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,47,0,46.84286118,50.40283585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,48,0,46.69435883,48.61355972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,49,0,50.14946365,48.61355972
45.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,6499000.0,262000000000.0,"113,990.30",40300.0,57.01362309,0,0,0,1,0,0,0,0,44.4,44.7,50,0,47.75081635,50.40283585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,51,0,48.69186401,46.1085968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,52,0,44.17937851,17.55684471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,53,0,39.17367935,17.55684471
45.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,6553000.0,258000000000.0,"113,990.30",39400.0,57.48734761,0,0,0,1,0,0,0,0,45.0,44.4,54,0,48.54311371,46.1085968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,55,0,46.67196274,17.51221466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,56,0,45.57556915,18.61737442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,57,0,40.47079086,17.69992828
45.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,6945000.0,297000000000.0,"113,990.30",42800.0,60.92623671,0,0,0,1,0,0,0,0,45.0,45.0,58,0,47.18231201,17.51221466
55.9,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,0,0,1,0,0,0,0,0,,,0,0,,
52.5,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,0,0,1,0,0,0,0,0,55.9,,1,1,,
50.2,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,0,1,0,0,0,0,0,52.5,55.9,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,34.0,37.0,3,3,41.90975189,26.67672729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,34.0,4,4,28.84082031,57.06460953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,5,5,28.72609901,57.06460953
56.1,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,0,1,0,0,0,0,0,50.2,52.5,6,6,25.37480927,57.28747559
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,7,7,34.07030869,59.55734253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,8,8,21.87786865,60.47714996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,9,9,20.77678299,60.47714996
30.4,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,0,0,1,0,0,0,0,0,56.1,50.2,10,10,33.33423233,59.55734253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,11,11,16.55850792,48.01307678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,12,12,25.82891464,50.13581467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,13,13,24.16630936,50.13581467
30.7,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,2008000.0,7440000000.0,"53,178.55",3710.0,37.7595854,0,0,1,0,0,0,0,0,30.4,56.1,14,14,8.87907505,48.01307678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,15,15,42.09135437,63.19919586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,16,16,33.27230835,63.0382309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,17,17,30.12994766,63.0382309
65.0,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,2117000.0,11900000000.0,"53,178.55",5620.0,39.80928401,0,0,1,0,0,0,0,0,30.7,30.4,18,18,24.76906586,63.19919586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,19,19,28.63758278,62.8571434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,20,20,37.36846542,64.75520325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,21,21,27.42253113,64.75520325
47.5,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,2299000.0,19100000000.0,"53,178.55",8310.0,43.23171655,0,0,1,0,0,0,0,0,65.0,30.7,22,22,31.96544456,62.8571434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,23,23,33.91094208,66.75050354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,24,24,43.18196487,51.27012253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,25,25,37.20207214,51.27012253
38.3,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,2346000.0,25300000000.0,"53,178.55",10800.0,44.11553154,0,0,1,0,0,0,0,0,47.5,65.0,26,26,28.93621826,66.75050354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,27,27,41.13545609,66.75050354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,28,28,46.15242767,63.49094391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,29,29,40.69704056,63.49094391
42.2,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,2396000.0,32700000000.0,"53,178.55",13600.0,45.05576026,0,0,1,0,0,0,0,0,38.3,47.5,30,30,35.22524261,66.75050354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,31,31,50.92506409,63.49094391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,32,32,53.94796371,66.75050354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,33,33,41.13786697,66.75050354
53.2,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,2394000.0,41600000000.0,"53,178.55",17400.0,45.01815112,0,0,1,0,0,0,0,0,42.2,38.3,34,34,56.59660721,63.49094391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,35,35,40.27706146,66.43862915
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,36,36,42.23121262,64.33601379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,37,37,40.29626465,64.33601379
53.7,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,2505000.0,54600000000.0,"53,178.55",21800.0,47.10545887,0,0,1,0,0,0,0,0,53.2,42.2,38,38,45.69465637,66.43862915
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,39,39,40.07278061,64.33601379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,40,40,45.35252762,47.74480057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,41,41,47.00431824,47.74480057
45.9,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,2673000.0,66800000000.0,"53,178.55",25000.0,50.26462737,0,0,1,0,0,0,0,0,53.7,53.2,42,42,35.48787308,55.60865021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,43,43,46.31619263,46.10160828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,44,44,49.72428513,45.74949646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,45,45,43.5284729,45.74949646
44.5,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,2743000.0,78200000000.0,"53,178.55",28500.0,51.58094758,0,0,1,0,0,0,0,0,45.9,53.7,46,46,33.54799271,46.10160828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,47,47,50.40570831,45.35713959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,48,48,49.19159698,45.35713959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,49,49,49.14934921,45.35713959
39.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,2868000.0,96900000000.0,"53,178.55",33800.0,53.93151938,0,0,1,0,0,0,0,0,44.5,45.9,50,50,52.6281395,45.35713959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,51,51,56.38674164,61.13682175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,52,52,44.23416519,61.13682175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,53,53,32.17314911,61.13682175
37.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,2949000.0,106000000000.0,"53,178.55",35900.0,55.45468991,0,0,1,0,0,0,0,0,39.0,44.5,54,54,57.6329689,61.13682175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,55,55,29.15975761,57.71146774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,56,56,29.7387619,46.67352676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,57,57,34.25514603,46.67352676
34.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,2990000.0,118000000000.0,"53,178.55",39500.0,56.22567746,0,0,1,0,0,0,0,0,37.0,39.0,58,58,30.13773155,57.54805374
42.7,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,0,0,0,1,0,0,0,0,,,0,0,,
44.3,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,42.7,,1,0,,
49.6,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,44.3,42.7,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,62.0,60.0,3,0,64.17390442,69.94773865
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,62.0,4,0,57.98250961,71.25569916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,5,0,57.80461884,71.25569916
59.1,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,0,0,1,0,0,0,0,49.6,44.3,6,0,63.81955719,72.14759064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,7,0,56.39323807,72.47373199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,8,0,51.00559998,73.35814667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,9,0,48.25916289999999,73.35814667
44.7,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,0,0,0,1,0,0,0,0,59.1,49.6,10,0,56.2912674,72.47373199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,11,0,49.55095291,48.0623703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,12,0,54.95793533,40.46619034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,13,0,53.84635544,40.46619034
41.5,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,20400000.0,120000000000.0,"163,694.74",5880.0,124.6222084,0,0,0,1,0,0,0,0,44.7,59.1,14,0,53.98829651,48.0623703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,15,0,54.01467514,48.80111313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,16,0,53.03765106,50.12908173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,17,0,53.77894211,50.12908173
47.6,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,21500000.0,178000000000.0,"163,694.74",8280.0,131.3420333,0,0,0,1,0,0,0,0,41.5,44.7,18,0,53.46697617,48.80111313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,19,0,57.05590439,72.85546875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,20,0,49.73246765,72.69282532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,21,0,47.6102562,72.69282532
35.9,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,23800000.0,293000000000.0,"163,694.74",12300.0,145.3925765,0,0,0,1,0,0,0,0,47.6,41.5,22,0,53.27852249,72.85546875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,23,0,50.04773331,72.76622772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,24,0,45.94973373,72.56115723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,25,0,46.91924667,72.56115723
41.3,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,25800000.0,426000000000.0,"163,694.74",16500.0,157.61043999999998,0,0,0,1,0,0,0,0,35.9,47.6,26,0,48.56583023,72.76622772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,27,0,50.12256241,50.43315506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,28,0,50.9793396,49.7172699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,29,0,51.10915375,49.7172699
47.6,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,28300000.0,615000000000.0,"163,694.74",21700.0,172.8827695,0,0,0,1,0,0,0,0,41.3,35.9,30,0,50.7861557,50.43315506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,31,0,53.22955704,47.74895096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,32,0,55.80619431,49.02092361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,33,0,53.49769592,49.02092361
46.0,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,30900000.0,790000000000.0,"163,694.74",25600.0,188.76599209999998,0,0,0,1,0,0,0,0,47.6,41.3,34,0,56.6052475,47.74895096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,35,0,51.67015076,49.66812515
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,36,0,53.25450134,49.59606171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,37,0,48.93084335,47.86492157
51.1,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,31800000.0,912000000000.0,"163,694.74",28700.0,194.26403069999998,0,0,0,1,0,0,0,0,46.0,47.6,38,0,52.47206879,49.33556366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,39,0,49.03191757,40.91232681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,40,0,53.76141357,46.93875885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,41,0,55.64951706,46.68425751
53.4,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,33900000.0,1250000000000.0,"163,694.74",36900.0,207.0927875,0,0,0,1,0,0,0,0,51.1,46.0,42,0,50.29655075,40.91232681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,43,0,57.10064697,71.40757751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,44,0,56.68010712,71.53636169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,45,0,56.28956604,71.53636169
54.3,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,35700000.0,1530000000000.0,"163,694.74",42900.0,218.0888647,0,0,0,1,0,0,0,0,53.4,51.1,46,0,51.14085388,71.40757751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,47,0,55.62487793,71.83673096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,48,0,57.7577095,48.84776306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,49,0,59.90655136,48.84776306
61.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,36600000.0,1960000000000.0,"163,694.74",53600.0,223.58690330000002,0,0,0,1,0,0,0,0,54.3,53.4,50,0,59.10036087,49.32379913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,51,0,61.49866486,48.48101807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,52,0,63.04813766,48.11235809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,53,0,58.06793213,48.11235809
60.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,38100000.0,2050000000000.0,"163,694.74",53800.0,232.75030099999998,0,0,0,1,0,0,0,0,61.0,54.3,54,0,63.88233566,48.24859619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,55,0,54.71355438,71.49246979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,56,0,57.39975357,70.34959412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,57,0,55.79721451,70.34959412
62.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,39200000.0,2560000000000.0,"163,694.74",65300.0,239.4701259,0,0,0,1,0,0,0,0,60.0,61.0,58,0,56.40411377,71.49246979
39.0,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,0,0,0,1,0,0,0,0,,,0,0,,
39.3,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,39.0,,1,0,,
44.9,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,39.3,39.0,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,48.0,52.0,3,0,52.40300751,53.65854645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,48.0,4,0,51.67771912,63.87069702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,5,0,51.51522064,63.87069702
61.3,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,0,0,1,0,0,0,0,44.9,39.3,6,0,68.74947357,72.89990234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,7,0,53.484920499999994,37.79031372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,8,0,39.72309875,41.84832382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,9,0,42.88047028,41.84832382
41.3,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,0,0,0,1,0,0,0,0,61.3,44.9,10,0,54.87963867,37.79031372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,11,0,45.75491333,37.11204910000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,12,0,37.58919907,36.268894200000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,13,0,38.61258698,36.268894200000005
